# gene name,C1,C2,C3,C4,E1,E2,E3,E4
ysgA,5.41E-04,2.40E-04,2.48E-04,2.60E-04,3.14E-04,1.81E-04,2.33E-04,5.24E-04
ybdQ,6.94E-04,5.83E-04,6.45E-04,6.47E-04,7.40E-04,8.07E-04,6.99E-04,7.25E-04
yeaQ,2.70E-04,7.16E-05,2.30E-05,1.33E-04,4.40E-04,1.45E-04,1.02E-04,6.61E-04
b1422,1.27E-04,9.48E-05,6.11E-05,6.73E-05,1.48E-04,1.41E-04,9.86E-05,1.97E-04
cstA,5.04E-04,6.38E-04,7.85E-04,7.22E-04,4.12E-04,4.74E-04,6.00E-04,3.51E-04
ybcS,1.29E-05,3.93E-05,1.15E-04,7.76E-05,1.28E-05,7.40E-05,6.83E-05,3.56E-05
yeaW,2.19E-04,2.10E-04,2.00E-04,1.56E-04,2.34E-04,1.84E-04,2.16E-04,1.56E-04
b1553,9.77E-05,8.86E-05,7.63E-05,6.66E-05,9.57E-05,1.18E-04,1.09E-04,7.49E-05
ycjG,2.49E-05,5.88E-05,8.14E-05,4.39E-05,3.39E-05,5.58E-05,7.13E-05,2.86E-05
b1833,2.86E-04,4.07E-04,4.75E-04,3.98E-04,3.00E-04,4.29E-04,4.37E-04,3.46E-04
b1337,7.27E-04,7.17E-04,6.28E-04,6.06E-04,7.39E-04,7.91E-04,7.70E-04,6.63E-04
ylbE,1.62E-04,2.14E-04,4.26E-04,3.97E-04,1.29E-04,2.39E-04,3.20E-04,1.68E-04
yhjQ,3.33E-05,7.36E-05,2.20E-04,1.31E-04,1.09E-05,2.89E-05,7.44E-05,8.72E-05
yfcF,8.83E-05,1.09E-04,1.43E-04,1.50E-04,8.31E-05,1.02E-04,1.16E-04,1.36E-04
yihA,1.37E-03,1.48E-03,1.51E-03,1.41E-03,1.38E-03,1.56E-03,1.43E-03,1.42E-03
ybbJ,1.85E-04,2.66E-04,3.24E-04,3.05E-04,1.63E-04,2.54E-04,2.74E-04,1.53E-04
b1458,8.07E-06,1.75E-05,4.06E-05,3.52E-05,1.08E-05,4.65E-05,3.32E-05,7.27E-06
hyfR,2.49E-05,7.30E-05,1.56E-04,1.51E-04,8.64E-06,3.30E-05,8.26E-05,1.18E-05
yeaJ,1.78E-04,2.76E-04,5.66E-04,4.47E-04,9.97E-05,3.26E-04,3.73E-04,1.64E-04
ydeV,2.80E-04,2.87E-04,2.44E-04,2.32E-04,3.41E-04,3.53E-04,3.06E-04,2.68E-04
b1330,1.07E-04,1.00E-04,1.13E-04,1.09E-04,1.46E-04,1.67E-04,1.54E-04,1.64E-04
yoaE,6.19E-04,7.17E-04,8.91E-04,8.27E-04,6.62E-04,7.64E-04,7.14E-04,5.59E-04
b2981,1.29E-04,1.82E-04,3.24E-04,2.86E-04,6.06E-05,1.25E-04,2.09E-04,1.21E-04
b1722,2.20E-04,2.46E-04,1.78E-04,1.65E-04,2.14E-04,2.34E-04,2.10E-04,1.42E-04
ydaU,2.96E-04,3.49E-04,6.23E-04,4.75E-04,2.40E-04,4.30E-04,4.59E-04,2.11E-04
b1973,1.66E-03,1.17E-04,9.84E-05,3.89E-05,3.13E-05,6.45E-05,6.00E-05,3.67E-06
yqhG,5.63E-05,1.15E-04,1.63E-04,1.68E-04,3.66E-05,8.58E-05,1.61E-04,6.78E-05
b1368,1.47E-03,1.42E-03,1.06E-03,1.11E-03,1.30E-03,1.34E-03,1.16E-03,9.87E-04
b2325,5.50E-06,1.52E-05,3.50E-05,5.56E-05,4.39E-06,1.63E-06,1.54E-05,2.44E-05
perM,2.45E-04,3.78E-04,5.00E-04,4.31E-04,2.77E-04,3.20E-04,4.56E-04,2.57E-04
b0831,6.36E-05,1.19E-04,1.87E-04,1.99E-04,4.08E-05,9.46E-05,1.02E-04,9.52E-05
ycdR,1.63E-03,1.24E-03,1.12E-03,1.03E-03,1.51E-03,1.46E-03,1.22E-03,1.06E-03
b2832,9.71E-06,6.90E-05,1.74E-04,1.46E-04,2.69E-06,7.21E-05,8.76E-05,3.04E-05
b1963,1.65E-05,3.69E-05,4.61E-05,2.03E-05,3.63E-05,6.57E-05,7.61E-05,3.50E-05
ycdS,2.37E-04,2.38E-04,2.92E-04,2.02E-04,2.09E-04,2.24E-04,1.72E-04,1.50E-04
b2420,2.85E-04,2.57E-04,1.99E-04,2.42E-04,2.90E-04,2.49E-04,2.73E-04,3.35E-04
b2291,3.25E-04,3.06E-04,2.49E-04,2.60E-04,3.37E-04,3.37E-04,2.91E-04,2.74E-04
b1821,6.12E-05,1.28E-04,2.06E-04,1.80E-04,7.35E-05,1.73E-04,1.63E-04,8.24E-05
b2740,5.74E-04,5.49E-04,6.60E-04,6.46E-04,5.15E-04,6.12E-04,6.34E-04,5.18E-04
b1964,1.67E-05,1.79E-05,2.78E-05,3.93E-05,9.24E-06,2.73E-05,2.48E-05,1.83E-05
b1627,4.47E-05,5.37E-05,5.43E-05,3.54E-05,3.73E-05,3.79E-05,4.74E-05,6.30E-05
yqiI,7.38E-05,8.50E-05,8.06E-05,7.04E-05,9.77E-05,1.15E-04,1.05E-04,9.00E-05
b2659,4.37E-05,7.83E-05,1.55E-04,1.09E-04,2.57E-05,4.68E-05,6.87E-05,1.53E-05
ylcC,2.79E-05,1.59E-05,3.73E-05,3.84E-05,6.35E-05,8.86E-05,8.20E-05,1.41E-04
ybiR,2.26E-04,2.89E-04,4.29E-04,3.81E-04,1.96E-04,2.73E-04,3.23E-04,2.09E-04
b2253,4.78E-04,4.75E-04,3.05E-04,4.39E-04,1.01E-03,1.03E-03,7.12E-04,8.47E-04
intF,3.18E-04,2.97E-04,2.24E-04,2.39E-04,3.85E-04,3.78E-04,2.86E-04,3.55E-04
b2294,1.23E-04,9.97E-05,6.11E-05,7.73E-05,3.15E-04,2.18E-04,1.77E-04,2.04E-04
b1685,4.53E-05,4.87E-05,2.32E-05,3.12E-05,1.90E-04,2.58E-04,1.68E-04,4.38E-04
yajO,3.63E-04,2.03E-04,2.06E-04,2.32E-04,3.04E-04,2.04E-04,1.91E-04,2.67E-04
ycfW,6.18E-05,5.20E-05,7.67E-05,5.66E-05,6.23E-05,4.43E-05,6.92E-05,4.88E-05
b1327,2.79E-05,4.78E-05,1.10E-04,8.35E-05,2.10E-05,8.30E-05,1.07E-04,3.46E-05
b1522,6.03E-05,9.22E-05,1.18E-04,9.55E-05,6.76E-05,9.35E-05,1.08E-04,4.93E-05
b1509,1.15E-04,1.87E-04,3.23E-04,2.54E-04,1.12E-04,2.04E-04,2.17E-04,6.67E-05
yqcE,1.34E-04,2.80E-04,6.02E-04,5.87E-04,6.62E-05,3.38E-04,3.86E-04,9.38E-05
ygbP,1.39E-04,1.27E-04,1.72E-04,1.48E-04,1.12E-04,1.09E-04,1.18E-04,1.37E-04
ybfF,1.39E-04,1.36E-04,2.12E-04,1.62E-04,1.96E-04,1.66E-04,2.27E-04,1.59E-04
pphA,1.54E-05,5.86E-05,8.76E-05,5.14E-05,1.01E-05,6.74E-05,7.95E-05,3.29E-05
hyfD,2.84E-04,2.91E-04,2.96E-04,3.80E-04,2.08E-04,2.43E-04,3.07E-04,2.22E-04
yhhL,4.47E-06,3.59E-06,4.62E-06,3.03E-05,3.41E-06,3.91E-05,5.69E-05,1.72E-05
yqiG,5.17E-04,6.46E-04,7.21E-04,6.60E-04,5.18E-04,6.02E-04,5.72E-04,4.03E-04
citA,5.34E-04,5.75E-04,7.49E-04,6.10E-04,3.97E-04,5.37E-04,4.78E-04,3.57E-04
ygcF,9.47E-05,1.48E-04,1.98E-04,1.97E-04,9.68E-05,1.75E-04,1.50E-04,6.65E-05
b1809,7.61E-05,5.92E-05,6.50E-05,1.03E-04,1.47E-04,1.82E-04,1.46E-04,2.18E-04
b2889,5.59E-05,5.99E-05,1.02E-04,1.14E-04,3.33E-05,8.20E-05,9.32E-05,6.79E-05
thiL,5.96E-05,1.20E-04,1.92E-04,1.27E-04,3.84E-05,1.01E-04,1.48E-04,1.33E-04
b2352,3.06E-04,2.96E-04,2.42E-04,2.45E-04,3.07E-04,3.17E-04,2.60E-04,2.69E-04
b1398,1.39E-04,2.07E-04,2.94E-04,2.06E-04,9.98E-05,1.78E-04,1.98E-04,9.33E-05
ybjD,2.77E-04,2.23E-04,2.05E-04,2.02E-04,2.90E-04,2.20E-04,2.45E-04,2.42E-04
yphA,1.00E-04,1.19E-04,1.83E-04,1.43E-04,7.43E-05,1.00E-04,1.47E-04,7.30E-05
b1955,6.12E-05,9.65E-05,1.47E-04,1.12E-04,4.72E-05,1.04E-04,1.37E-04,6.98E-05
yggX,5.90E-04,1.87E-04,2.62E-05,2.75E-04,4.17E-04,1.09E-04,1.50E-04,1.09E-03
spr,2.11E-04,1.97E-04,8.57E-05,1.13E-04,9.85E-05,1.54E-04,1.13E-04,2.13E-04
yhgN,8.68E-05,1.29E-04,2.50E-04,2.58E-04,5.78E-05,1.15E-04,1.57E-04,1.05E-04
yeeO,4.77E-04,6.55E-04,7.37E-04,5.44E-04,5.86E-04,7.38E-04,7.44E-04,4.42E-04
yfjL,1.54E-04,1.87E-04,2.23E-04,1.93E-04,1.74E-04,2.15E-04,1.90E-04,1.63E-04
yfbT,6.69E-05,9.32E-05,1.37E-04,1.26E-04,2.34E-04,1.88E-04,1.52E-04,1.30E-04
yqhD,2.51E-04,3.32E-04,4.59E-04,4.14E-04,2.01E-04,2.50E-04,2.82E-04,1.77E-04
b2245,3.32E-04,3.94E-04,3.35E-04,3.06E-04,3.10E-04,2.73E-04,3.56E-04,2.65E-04
yliJ,2.91E-05,1.45E-05,4.59E-05,2.74E-05,6.12E-05,6.31E-05,4.64E-05,1.83E-04
b1674,4.70E-05,7.00E-05,5.82E-05,6.14E-05,5.62E-05,7.33E-05,6.47E-05,7.42E-05
ygfO,3.07E-04,3.86E-04,5.69E-04,4.28E-04,2.27E-04,4.20E-04,4.57E-04,2.88E-04
tra5_5,3.09E-04,5.29E-04,9.56E-04,6.19E-04,2.47E-04,3.86E-04,3.74E-04,1.80E-04
yaiT,2.65E-04,3.39E-04,2.97E-04,2.95E-04,2.76E-04,3.04E-04,2.88E-04,2.26E-04
b2878,2.65E-05,9.57E-05,2.44E-04,2.11E-04,1.95E-05,6.66E-05,1.01E-04,2.41E-05
ygeX,4.34E-04,4.68E-04,4.42E-04,4.17E-04,3.91E-04,3.79E-04,3.58E-04,3.70E-04
hyfE,2.01E-05,5.69E-05,1.27E-04,1.51E-04,4.78E-06,2.24E-05,6.88E-05,4.82E-05
b2254,2.81E-04,3.03E-04,3.39E-04,3.73E-04,6.64E-04,5.54E-04,4.83E-04,6.77E-04
ybhM,2.78E-04,2.95E-04,3.70E-04,3.42E-04,3.03E-04,3.83E-04,3.63E-04,2.65E-04
b0899,2.35E-04,2.43E-04,1.86E-04,1.89E-04,1.79E-04,1.66E-04,1.64E-04,1.19E-04
ybdL,1.41E-04,1.49E-04,2.12E-04,1.75E-04,1.10E-04,1.84E-04,1.64E-04,1.26E-04
b2682,4.01E-05,7.17E-05,8.83E-05,8.82E-05,3.68E-05,6.04E-05,7.25E-05,5.01E-05
b1820,2.99E-06,1.86E-05,2.72E-05,2.38E-05,3.43E-06,3.24E-05,5.14E-05,5.34E-06
b2534,9.57E-05,1.23E-04,1.68E-04,1.75E-04,7.60E-05,1.10E-04,1.22E-04,8.51E-05
ycbN,1.14E-04,7.98E-05,1.38E-04,1.05E-04,5.25E-05,8.42E-05,9.97E-05,6.07E-05
yigW_1,1.10E-04,1.77E-04,2.51E-04,2.21E-04,9.20E-05,1.34E-04,1.77E-04,1.53E-04
b2989,6.04E-05,1.18E-04,1.91E-04,2.35E-04,2.69E-05,1.09E-04,1.64E-04,9.65E-05
b2174,5.25E-05,9.14E-05,4.19E-05,5.31E-05,5.06E-05,7.36E-05,1.07E-04,4.03E-05
yghS,7.77E-05,9.36E-05,1.29E-04,1.25E-04,8.21E-05,1.02E-04,1.19E-04,8.04E-05
ybhL,2.61E-04,3.04E-04,2.06E-04,2.79E-04,3.74E-04,3.22E-04,2.75E-04,3.40E-04
ybdN,7.12E-04,7.30E-04,7.71E-04,7.46E-04,7.26E-04,7.72E-04,7.86E-04,7.20E-04
b3015,8.29E-05,9.64E-05,1.45E-04,9.09E-05,4.79E-05,5.44E-05,9.98E-05,6.62E-05
yiaK,7.60E-05,7.74E-05,1.87E-04,1.29E-04,4.32E-05,6.78E-05,9.01E-05,4.82E-05
yoaF,7.89E-05,1.35E-04,9.13E-05,6.34E-05,1.05E-04,8.66E-05,8.04E-05,5.83E-05
ycaO,6.68E-05,9.48E-05,1.76E-04,1.43E-04,2.02E-05,4.06E-05,7.97E-05,3.74E-05
ygbL,3.09E-05,1.96E-05,8.63E-05,6.85E-05,5.31E-06,2.83E-05,3.13E-05,3.61E-05
yeeP,9.87E-05,1.08E-04,1.60E-04,1.43E-04,6.35E-05,1.06E-04,1.05E-04,6.25E-05
ycbK,1.91E-04,1.54E-04,9.04E-05,1.11E-04,2.81E-04,2.30E-04,1.82E-04,3.28E-04
yqgE,1.29E-04,1.23E-04,1.73E-04,1.81E-04,1.17E-04,1.37E-04,1.73E-04,2.11E-04
ygcX,8.46E-05,1.77E-04,3.17E-04,3.18E-04,3.38E-05,1.36E-04,2.02E-04,5.41E-05
b1604,4.50E-04,2.22E-04,1.30E-04,1.54E-04,2.77E-04,2.24E-04,2.53E-04,1.05E-03
abrB,2.79E-04,2.67E-04,2.13E-04,2.08E-04,2.25E-04,1.96E-04,2.26E-04,1.48E-04
b1462,6.69E-05,9.30E-05,1.27E-04,1.20E-04,8.24E-05,1.39E-04,1.38E-04,6.45E-05
intE,1.68E-04,1.81E-04,2.17E-04,1.68E-04,1.64E-04,2.02E-04,1.93E-04,1.78E-04
yqcB,6.28E-05,6.46E-05,1.39E-04,9.76E-05,2.67E-05,3.92E-05,8.68E-05,5.20E-05
ygcW,6.21E-04,6.03E-04,5.22E-04,4.96E-04,6.32E-04,5.66E-04,5.24E-04,4.49E-04
emrE,2.89E-04,2.88E-04,2.70E-04,2.57E-04,3.01E-04,3.36E-04,2.90E-04,3.34E-04
ybeQ,3.41E-04,3.28E-04,2.84E-04,2.55E-04,3.03E-04,3.04E-04,3.04E-04,2.48E-04
b2760,6.11E-05,9.98E-05,1.39E-04,1.20E-04,5.34E-05,7.23E-05,8.29E-05,2.85E-05
b2475,1.97E-04,2.11E-04,2.88E-04,2.66E-04,1.99E-04,2.23E-04,3.26E-04,1.93E-04
b2881,8.44E-04,8.46E-04,6.85E-04,6.82E-04,8.96E-04,9.44E-04,8.49E-04,7.61E-04
yhhN,5.54E-05,6.98E-05,2.24E-04,1.30E-04,3.52E-05,5.47E-05,1.08E-04,7.41E-05
ycbL,1.12E-05,3.91E-05,3.75E-05,3.01E-05,6.98E-05,1.30E-04,9.30E-05,1.94E-04
mhpR,2.62E-05,7.38E-05,1.55E-04,1.28E-04,1.53E-05,4.72E-05,1.65E-04,2.05E-05
yciW,5.76E-05,4.83E-05,4.97E-05,3.82E-05,6.47E-05,5.36E-05,5.18E-05,8.50E-05
ydcG,9.14E-05,1.16E-04,1.43E-04,9.59E-05,9.86E-05,8.05E-05,9.06E-05,5.32E-05
ybcT,1.81E-04,1.57E-04,2.44E-04,1.88E-04,1.19E-04,1.58E-04,1.42E-04,1.60E-04
b1843,1.07E-04,1.49E-04,1.61E-04,1.69E-04,1.14E-04,1.73E-04,2.02E-04,1.21E-04
b1485,5.97E-05,1.28E-04,1.78E-04,1.31E-04,3.95E-05,1.21E-04,1.54E-04,6.03E-05
b2432,1.78E-04,1.60E-04,1.60E-04,2.05E-04,2.14E-04,1.57E-04,1.90E-04,2.24E-04
b2431,3.03E-04,3.57E-04,3.53E-04,3.77E-04,3.17E-04,3.27E-04,3.95E-04,2.93E-04
b2345,1.46E-04,1.43E-04,1.11E-04,1.37E-04,1.72E-04,1.85E-04,1.66E-04,1.48E-04
b1310,1.88E-04,2.56E-04,3.78E-04,2.85E-04,1.53E-04,2.05E-04,2.49E-04,1.72E-04
b2532,1.57E-05,6.02E-05,1.28E-04,1.28E-04,1.06E-05,3.91E-05,4.55E-05,5.06E-05
b0540,5.06E-05,8.35E-05,2.85E-04,3.09E-04,1.11E-05,1.44E-04,1.21E-04,1.19E-04
b2341,2.86E-04,4.64E-04,6.14E-04,4.89E-04,2.19E-04,3.95E-04,4.82E-04,1.98E-04
yahF,1.17E-04,1.10E-04,1.27E-04,1.13E-04,1.09E-04,1.08E-04,1.12E-04,9.28E-05
ybcQ,7.10E-05,9.79E-05,1.24E-04,1.16E-04,7.40E-05,1.43E-04,1.24E-04,7.55E-05
ybaX,6.80E-05,7.31E-05,1.56E-04,1.23E-04,5.24E-05,8.45E-05,9.10E-05,1.03E-04
b2386,2.66E-04,3.76E-04,4.54E-04,4.48E-04,2.63E-04,3.39E-04,4.09E-04,3.15E-04
b2866,2.65E-04,4.00E-04,4.23E-04,3.82E-04,2.48E-04,2.83E-04,3.25E-04,1.66E-04
b2758,4.20E-06,2.77E-05,7.40E-05,5.30E-05,5.11E-06,2.45E-05,3.12E-05,6.00E-06
ydaW,1.37E-06,6.26E-06,5.49E-05,2.24E-05,3.13E-07,1.90E-05,3.94E-05,2.03E-06
b1815,4.26E-04,5.14E-04,7.63E-04,6.88E-04,3.63E-04,4.81E-04,5.20E-04,3.55E-04
yciR,6.98E-04,7.09E-04,6.42E-04,6.32E-04,7.44E-04,8.77E-04,7.60E-04,7.42E-04
yrbD,7.58E-05,8.59E-05,1.39E-04,1.43E-04,9.24E-05,9.44E-05,1.40E-04,8.07E-05
yjaE,4.41E-04,4.41E-04,4.49E-04,3.74E-04,4.52E-04,4.49E-04,3.98E-04,4.14E-04
yeaF,4.70E-04,2.88E-04,1.73E-04,2.16E-04,2.83E-04,1.89E-04,1.64E-04,3.15E-04
b2865,1.95E-04,2.79E-04,3.62E-04,3.22E-04,2.03E-04,3.08E-04,2.90E-04,2.31E-04
b3122,8.50E-06,5.76E-06,9.45E-05,7.76E-05,2.21E-05,3.72E-06,4.26E-07,3.58E-05
b1017,4.57E-05,6.25E-05,1.22E-04,7.55E-05,3.87E-05,5.72E-05,7.49E-05,7.03E-05
ydgB,1.22E-04,1.04E-04,9.22E-05,8.80E-05,1.73E-04,1.32E-04,1.52E-04,2.12E-04
b1505,3.71E-04,3.94E-04,2.94E-04,2.67E-04,3.49E-04,4.04E-04,3.48E-04,2.91E-04
ybfE,2.93E-04,2.39E-04,2.48E-04,2.33E-04,2.59E-04,2.94E-04,2.91E-04,3.09E-04
yigR,9.35E-04,1.10E-03,1.18E-03,1.07E-03,1.08E-03,1.21E-03,1.15E-03,1.03E-03
yphC,1.75E-04,2.27E-04,3.34E-04,3.57E-04,1.22E-04,1.62E-04,2.00E-04,1.21E-04
ynfC,7.01E-05,9.31E-05,5.19E-05,5.33E-05,8.43E-05,1.05E-04,8.82E-05,6.51E-05
b1762,2.23E-04,2.16E-04,1.73E-04,1.85E-04,2.19E-04,2.60E-04,2.62E-04,2.32E-04
yecN,2.48E-05,1.59E-05,2.76E-05,2.32E-05,4.04E-05,3.53E-05,2.68E-05,5.96E-05
b1995,5.59E-05,1.19E-04,1.97E-04,1.72E-04,5.92E-05,2.59E-04,2.64E-04,7.81E-05
b1593,5.02E-05,1.04E-04,1.22E-04,4.42E-05,6.01E-05,1.01E-04,1.23E-04,6.00E-05
b3052,5.62E-04,5.17E-04,4.31E-04,4.63E-04,5.47E-04,4.79E-04,4.85E-04,4.47E-04
yeaK,4.11E-05,3.19E-05,2.28E-05,2.68E-05,5.44E-05,6.12E-05,5.36E-05,1.13E-04
ytfI,1.41E-03,1.47E-03,9.84E-04,9.68E-04,1.79E-03,1.39E-03,1.27E-03,1.28E-03
b1545,6.03E-05,9.37E-05,1.23E-04,8.61E-05,6.67E-05,1.35E-04,1.26E-04,6.14E-05
yneH,3.48E-06,1.78E-05,3.99E-05,1.65E-05,1.72E-05,9.71E-06,1.88E-05,8.82E-07
ydbH,1.41E-04,2.36E-04,3.67E-04,3.04E-04,1.04E-04,2.54E-04,3.60E-04,1.26E-04
b0701,6.99E-05,7.43E-05,3.15E-05,3.86E-05,5.74E-05,3.85E-05,2.60E-05,1.39E-05
yahH,4.87E-04,5.05E-04,3.90E-04,4.37E-04,5.17E-04,5.90E-04,5.97E-04,6.27E-04
yggW,1.39E-04,1.49E-04,2.70E-04,2.38E-04,9.90E-05,1.39E-04,1.74E-04,1.24E-04
ymdD,6.19E-06,1.46E-05,5.74E-05,5.75E-05,9.86E-06,4.73E-05,5.20E-05,2.23E-05
b1447,5.73E-05,5.12E-05,7.59E-05,8.21E-05,9.03E-05,1.07E-04,9.91E-05,1.31E-04
b2430,3.63E-04,2.94E-04,2.43E-04,2.60E-04,3.10E-04,2.00E-04,2.15E-04,1.72E-04
b2748,1.26E-05,9.81E-06,1.09E-06,1.59E-06,1.05E-05,7.89E-07,1.10E-06,3.08E-05
ybeW,9.42E-04,8.81E-04,3.92E-04,5.02E-04,6.92E-04,4.12E-04,3.73E-04,6.17E-04
b1742,5.28E-05,7.94E-05,1.09E-04,1.12E-04,6.09E-05,1.04E-04,1.40E-04,4.66E-05
yheO,3.59E-05,6.03E-05,9.04E-05,1.09E-04,7.21E-05,1.00E-04,1.27E-04,1.62E-04
b1690,8.25E-05,1.27E-04,1.94E-04,1.85E-04,6.52E-05,1.62E-04,1.28E-04,4.83E-05
b2689,3.42E-05,4.51E-05,4.58E-05,5.86E-05,2.63E-05,2.97E-05,3.11E-05,5.34E-05
b2331,1.63E-04,1.88E-04,1.53E-04,1.65E-04,1.48E-04,1.93E-04,1.87E-04,1.63E-04
yecM,6.34E-05,7.62E-05,1.02E-04,1.01E-04,7.83E-05,1.13E-04,1.07E-04,9.99E-05
b1589,4.52E-05,5.25E-05,6.80E-05,6.27E-05,4.21E-05,5.00E-05,7.52E-05,4.47E-05
b1605,3.36E-04,3.03E-04,3.24E-04,2.92E-04,3.34E-04,3.94E-04,4.11E-04,3.90E-04
ybbZ,4.08E-04,5.42E-04,7.39E-04,6.46E-04,3.96E-04,5.14E-04,5.14E-04,3.63E-04
ygiY,9.36E-04,9.48E-04,1.09E-03,1.00E-03,9.04E-04,1.00E-03,1.00E-03,8.12E-04
b4256,6.15E-04,5.57E-04,3.50E-04,3.00E-04,5.31E-04,3.95E-04,3.08E-04,3.30E-04
ygcN,6.85E-05,1.05E-04,2.29E-04,1.71E-04,2.58E-05,8.71E-05,1.35E-04,3.59E-05
ybfM,7.68E-04,6.50E-04,7.22E-04,6.29E-04,6.24E-04,7.03E-04,7.07E-04,8.62E-04
b1624,1.44E-04,1.40E-04,1.54E-04,1.19E-04,2.07E-04,1.92E-04,2.03E-04,1.47E-04
b1745,4.62E-04,4.34E-04,4.18E-04,3.72E-04,4.22E-04,4.57E-04,4.82E-04,3.56E-04
b0829,4.02E-04,3.91E-04,2.81E-04,3.04E-04,3.98E-04,3.39E-04,2.99E-04,3.17E-04
b2343,3.37E-05,2.53E-05,2.67E-05,2.71E-05,8.93E-05,1.27E-04,8.46E-05,1.06E-04
b4140,1.16E-04,7.96E-05,5.87E-05,7.91E-05,1.25E-04,8.97E-05,9.80E-05,4.82E-05
elaC,1.52E-04,1.30E-04,1.50E-04,9.73E-05,1.22E-04,1.20E-04,1.23E-04,9.16E-05
yfhO,3.51E-04,3.08E-04,1.68E-04,2.10E-04,5.28E-04,3.29E-04,3.22E-04,4.20E-04
ybhF,2.09E-04,2.28E-04,1.62E-04,1.98E-04,1.64E-04,1.21E-04,1.45E-04,1.01E-04
b3001,7.71E-05,1.06E-04,1.79E-04,1.65E-04,6.22E-05,8.55E-05,1.18E-04,9.79E-05
b2970,1.11E-04,1.52E-04,1.97E-04,1.99E-04,8.15E-05,1.18E-04,1.45E-04,5.84E-05
b1754,4.24E-04,4.11E-04,3.90E-04,3.56E-04,3.75E-04,3.90E-04,4.23E-04,3.84E-04
ylbB,3.52E-05,5.60E-05,9.14E-05,6.43E-05,3.39E-05,3.00E-05,7.19E-05,1.77E-05
mobB,1.26E-04,2.00E-04,2.87E-04,2.72E-04,1.58E-04,2.31E-04,2.55E-04,1.55E-04
b2466,1.94E-04,2.62E-04,3.48E-04,3.56E-04,1.90E-04,2.35E-04,2.89E-04,2.81E-04
b1601,3.45E-04,3.57E-04,2.98E-04,2.45E-04,3.27E-04,3.07E-04,3.92E-04,3.06E-04
yaiW,3.90E-04,3.76E-04,3.03E-04,2.69E-04,3.78E-04,3.07E-04,3.14E-04,2.85E-04
yphB,1.38E-04,1.68E-04,3.06E-04,2.30E-04,9.46E-05,1.46E-04,2.60E-04,8.25E-05
b2380,6.97E-05,7.63E-05,1.17E-04,9.21E-05,1.18E-04,8.29E-05,8.89E-05,1.01E-04
b1972,8.16E-05,9.87E-05,9.81E-05,7.13E-05,7.94E-05,8.11E-05,9.23E-05,7.13E-05
yebU,7.16E-04,7.35E-04,7.65E-04,7.35E-04,6.85E-04,7.40E-04,7.18E-04,6.79E-04
b2520,1.70E-05,5.27E-05,1.52E-04,1.14E-04,3.75E-06,1.66E-05,8.49E-05,7.02E-05
b1488,4.23E-05,8.48E-05,9.88E-05,8.17E-05,3.69E-05,9.89E-05,1.13E-04,4.51E-05
ybaV,3.09E-05,5.18E-05,1.43E-04,1.11E-04,1.16E-05,6.78E-05,1.11E-04,2.05E-05
b0834,6.97E-04,6.26E-04,5.13E-04,5.54E-04,7.03E-04,6.82E-04,5.91E-04,5.94E-04
yfbS,7.98E-05,1.41E-04,2.00E-04,1.83E-04,4.13E-05,1.28E-04,1.46E-04,5.68E-05
b1741,1.40E-04,1.33E-04,1.46E-04,1.46E-04,1.23E-04,1.31E-04,1.31E-04,1.28E-04
b0703,4.29E-04,5.28E-04,1.08E-03,9.72E-04,1.85E-04,4.25E-04,3.72E-04,9.89E-05
ycjW,1.33E-04,1.68E-04,1.97E-04,1.72E-04,1.28E-04,1.90E-04,2.29E-04,1.88E-04
yhjO,6.67E-04,7.46E-04,9.57E-04,7.78E-04,5.62E-04,5.87E-04,6.46E-04,5.07E-04
b2505,1.14E-04,9.95E-05,1.16E-04,1.41E-04,5.90E-05,9.34E-05,7.38E-05,5.99E-05
b0919,1.66E-04,1.45E-04,1.67E-04,1.47E-04,2.10E-04,1.75E-04,1.87E-04,1.60E-04
b1669,1.06E-04,1.14E-04,1.49E-04,1.12E-04,9.26E-05,1.35E-04,1.35E-04,8.92E-05
wzxC,2.70E-04,3.62E-04,3.67E-04,3.22E-04,2.06E-04,2.70E-04,3.21E-04,2.09E-04
yajK,7.17E-04,6.66E-04,1.01E-03,9.26E-04,5.98E-04,7.81E-04,7.62E-04,6.35E-04
b2896,2.81E-05,4.46E-05,3.96E-05,5.00E-05,2.28E-05,3.72E-05,5.68E-05,3.31E-05
ybeR,2.00E-05,1.26E-05,3.08E-05,2.48E-05,3.93E-05,4.63E-05,2.90E-05,2.71E-05
b2257,4.99E-04,4.95E-04,4.00E-04,3.93E-04,4.13E-04,4.05E-04,4.65E-04,3.78E-04
b1377,4.83E-04,3.79E-04,3.16E-04,3.38E-04,4.21E-04,3.54E-04,3.45E-04,4.41E-04
b2439,1.16E-04,1.54E-04,2.60E-04,3.16E-04,1.05E-04,1.49E-04,2.03E-04,1.95E-04
zipA,1.56E-04,9.98E-05,5.01E-05,7.80E-05,1.90E-04,1.05E-04,9.45E-05,1.35E-04
ynhD,5.85E-05,7.94E-05,8.08E-05,7.45E-05,4.57E-05,6.76E-05,7.77E-05,6.73E-05
ybdR,2.11E-04,2.66E-04,2.61E-04,2.06E-04,1.58E-04,1.97E-04,2.09E-04,1.33E-04
yidB,1.41E-03,1.42E-03,1.31E-03,1.27E-03,1.44E-03,1.45E-03,1.39E-03,1.21E-03
